location,size,total_sqft,bath,price,bhk,price_per_sqft,age,age_factor,original_price
Hennur,2 BHK,1285.0,2.0,49.8,2,4669.260700389105,16,0.83,60.0
Hennur,2 BHK,1100.0,2.0,52.8,2,5454.545454545455,12,0.88,60.0
Hennur,2 BHK,1231.0,2.0,47.184,2,3899.268887083672,3,0.983,48.0
Hennur,2 BHK,1255.0,2.0,37.7,2,4621.5139442231075,25,0.65,58.0
Hennur,2 BHK,1040.0,2.0,28.2204,2,4050.0,24,0.67,42.12
Hennur,2 BHK,1255.0,2.0,28.885,2,4342.629482071713,29,0.53,54.5
Hennur,2 BHK,1041.0,2.0,36.54,2,3900.0960614793466,10,0.8999999999999999,40.6
Hennur,3 BHK,1340.0,3.0,50.9856,3,4047.7611940298507,6,0.94,54.24
Hennur,2 BHK,1255.0,2.0,27.75,2,4422.310756972111,30,0.5,55.5
Hennur,3 BHK,1260.0,2.0,46.28,3,4126.984126984127,11,0.89,52.0
Hennur,2 BHK,1231.0,2.0,45.49999999999999,2,4061.7384240454917,9,0.9099999999999999,50.0
Hennur,5 Bedroom,2500.0,5.0,117.5,5,5000.0,6,0.94,125.0
Hennur,2 BHK,1160.0,2.0,43.12,2,4224.137931034483,12,0.88,49.0
Hennur,3 BHK,2400.0,3.0,67.5,3,5625.0,30,0.5,135.0
Hennur,2 BHK,1255.0,2.0,50.29,2,4262.948207171315,6,0.94,53.5
Hennur,2 BHK,1255.0,2.0,27.75,2,4422.310756972111,30,0.5,55.5
Hennur,2 BHK,1100.0,2.0,30.739499999999996,2,4050.0,23,0.69,44.55
Hennur,2 BHK,1255.0,2.0,47.724999999999994,2,4581.673306772908,16,0.83,57.5
Hennur,2 BHK,960.0,2.0,43.67999999999999,2,5000.0,9,0.9099999999999999,48.0
Hennur,2 BHK,1020.0,2.0,26.880000000000003,2,4705.882352941177,28,0.56,48.0
Hennur,2 BHK,1255.0,2.0,47.6112,2,4168.924302788844,9,0.9099999999999999,52.32
Hennur,2 BHK,1295.0,2.0,44.16,2,4942.084942084942,23,0.69,64.0
Hennur,3 BHK,1935.0,3.0,100.266,3,5271.3178294573645,3,0.983,102.0
Hennur,3 BHK,1655.0,2.0,54.285000000000004,3,4259.818731117824,19,0.77,70.5
Hennur,3 BHK,1345.0,2.0,67.827,3,5130.111524163569,3,0.983,69.0
Hennur,2 BHK,1255.0,2.0,42.339999999999996,2,4621.5139442231075,21,0.73,58.0
Hennur,2 BHK,1420.0,2.0,58.279999999999994,2,4366.197183098591,6,0.94,62.0
Hennur,2 BHK,1155.0,2.0,39.785,2,4718.614718614718,21,0.73,54.5
Hennur,2 BHK,1255.0,2.0,52.32,2,4168.924302788844,0,1.0,52.32
Hennur,2 BHK,1255.0,2.0,46.5915,2,4171.314741035857,11,0.89,52.35
Hennur,3 BHK,1340.0,2.0,37.4463,3,4050.0,23,0.69,54.27
Hennur,2 BHK,1255.0,2.0,47.96,2,4342.629482071713,12,0.88,54.5
Hennur,3 BHK,1830.0,2.0,102.82999999999998,3,6174.863387978142,9,0.9099999999999999,113.0
Hennur,3 BHK,1830.5,3.0,72.41629999999999,3,4600.109259765091,14,0.86,84.205
Hennur,2 BHK,1255.0,2.0,34.41,2,4422.310756972111,26,0.62,55.5
Hennur,2 BHK,1255.0,2.0,47.141600000000004,2,4268.525896414342,12,0.88,53.57
Hennur,2 BHK,1255.0,2.0,40.114999999999995,2,4501.99203187251,22,0.71,56.5
Hennur,2 BHK,1050.0,2.0,31.192899999999998,2,4069.5238095238096,21,0.73,42.73
Hennur,2 BHK,1295.0,2.0,45.26,2,4787.644787644787,21,0.73,62.0
Hennur Road,3 BHK,2089.0,3.0,105.0,3,6701.771182383915,20,0.75,140.0
Hennur Road,8 Bedroom,5000.0,8.0,182.5,8,5000.0,21,0.73,250.0
Hennur Road,2 BHK,1385.0,2.0,49.02310000000001,2,5999.27797833935,27,0.5900000000000001,83.09
Hennur Road,2 BHK,1317.5,2.0,58.6684,2,4840.2277039848195,8,0.9199999999999999,63.77
Hennur Road,3 BHK,1500.0,2.0,40.300000000000004,3,4133.333333333333,25,0.65,62.0
Hennur Road,3 Bedroom,2264.0,3.0,146.28,3,7022.968197879859,8,0.9199999999999999,159.0
Hennur Road,2 BHK,1157.0,2.0,72.24,2,7260.155574762316,14,0.86,84.0
Hennur Road,3 BHK,1904.0,3.0,109.19999999999999,3,6302.5210084033615,9,0.9099999999999999,120.0
Hennur Road,3 BHK,1891.0,3.0,75.21,3,5764.1459545214175,23,0.69,109.0
Hennur Road,3 BHK,1561.0,3.0,61.75,3,6085.842408712364,25,0.65,95.0
Hennur Road,3 BHK,1192.0,2.0,40.2,3,5033.557046979866,24,0.67,60.0
Hennur Road,3 BHK,2060.0,3.0,83.44000000000001,3,7233.0097087378645,28,0.56,149.0
Hennur Road,3 BHK,1482.0,2.0,83.72,3,6207.827260458839,9,0.9099999999999999,92.0
Hennur Road,2 BHK,1232.0,2.0,82.77,2,7224.025974025974,7,0.9299999999999999,89.0
Hennur Road,2 BHK,1065.0,2.0,29.394,2,4000.0,23,0.69,42.6
Hennur Road,3 BHK,1482.0,2.0,71.1705,3,5649.797570850203,15,0.85,83.73
Hennur Road,3 BHK,1482.0,2.0,72.21,3,5870.4453441295545,16,0.83,87.0
Hennur Road,3 BHK,1891.0,3.0,90.35000000000001,3,7350.608143839238,25,0.65,139.0
Hennur Road,3 BHK,1703.0,3.0,62.62,3,5930.710510863182,26,0.62,101.0
Hennur Road,2 BHK,1232.0,2.0,67.24325999999999,2,5650.162337662337,4,0.966,69.61
Hennur Road,2 BHK,987.0,2.0,48.167,2,4964.5390070921985,3,0.983,49.0
Hennur Road,3 BHK,1804.0,3.0,82.61999999999999,3,5654.10199556541,17,0.8099999999999999,102.0
Hennur Road,3 BHK,2160.0,3.0,110.39999999999999,3,7407.407407407408,23,0.69,160.0
Hennur Road,3 BHK,1186.0,2.0,49.77,3,5311.973018549747,18,0.79,63.0
Hennur Road,3 BHK,1680.0,3.0,97.58241,3,5908.928571428572,3,0.983,99.27
Hennur Road,2 BHK,1065.0,2.0,25.134000000000004,2,4000.0,27,0.5900000000000001,42.6
Hennur Road,2 BHK,1385.0,2.0,78.1046,2,5999.27797833935,6,0.94,83.09
Hennur Road,3 BHK,1186.0,2.0,50.959999999999994,3,4721.753794266442,9,0.9099999999999999,56.0
Hennur Road,3 BHK,2350.0,3.0,116.58000000000001,3,7404.255319148936,24,0.67,174.0
Hennur Road,3 BHK,1586.0,3.0,76.0914,3,5923.076923076923,17,0.8099999999999999,93.94
Hennur Road,3 BHK,1975.0,3.0,97.17,3,6227.848101265823,18,0.79,123.0
Hennur Road,3 BHK,1290.0,2.0,92.8935,3,7325.581395348837,3,0.983,94.5
Hennur Road,2 BHK,901.0,2.0,45.044999999999995,2,5493.895671476138,9,0.9099999999999999,49.5
Hennur Road,3 BHK,1445.0,3.0,86.56,3,5990.311418685121,0,1.0,86.56
Hennur Road,3 BHK,1482.0,2.0,68.86999999999999,3,6545.209176788124,22,0.71,97.0
Hennur Road,2 BHK,1182.0,2.0,66.82499999999999,2,6979.6954314720815,17,0.8099999999999999,82.5
Hennur Road,3 BHK,1192.0,2.0,59.891999999999996,3,5201.342281879195,4,0.966,62.0
Hennur Road,2 BHK,1036.0,2.0,51.1356,2,5739.382239382239,14,0.86,59.46
Hennur Road,3 BHK,1891.0,3.0,90.47,3,5764.1459545214175,16,0.83,109.0
Hennur Road,2 BHK,1232.0,2.0,69.61,2,5650.162337662337,2,1.0,69.61
Hennur Road,3 BHK,1804.0,3.0,90.78,3,5654.10199556541,11,0.89,102.0
Hennur Road,3 BHK,2320.0,3.0,170.0,3,7327.586206896552,1,1.0,170.0
Hennur Road,3 BHK,1936.0,3.0,118.0,3,6095.0413223140495,0,1.0,118.0
Hennur Road,2 BHK,1480.0,2.0,46.15,2,4391.891891891892,22,0.71,65.0
Hennur Road,3 BHK,1590.0,3.0,72.375,3,6069.182389937107,20,0.75,96.5
Hennur Road,3 BHK,1445.0,2.0,87.14999999999999,3,7266.435986159169,16,0.83,105.0
Hennur Road,2 BHK,1036.0,2.0,43.3985,2,5738.416988416989,21,0.73,59.45
Hennur Road,3 BHK,1832.0,3.0,106.25,3,6823.144104803493,15,0.85,125.0
Hennur Road,2 BHK,1359.0,2.0,100.464,2,7652.685798381162,4,0.966,104.0
Hennur Road,2 BHK,1341.0,2.0,65.1536,2,5649.515287099181,14,0.86,75.76
Hennur Road,2 BHK,1040.0,2.0,50.0,2,4807.692307692308,2,1.0,50.0
Hennur Road,3 BHK,1685.0,3.0,56.050000000000004,3,5637.982195845697,27,0.5900000000000001,95.0
Hennur Road,2 BHK,1414.0,2.0,79.1292,2,5953.323903818953,6,0.94,84.18
Hennur Road,3 BHK,1949.0,3.0,119.69999999999999,3,6824.012314007183,10,0.8999999999999999,133.0
Hennur Road,2 BHK,1232.0,2.0,80.99,2,7224.025974025974,9,0.9099999999999999,89.0
Hennur Road,3 BHK,1250.0,2.0,71.64959999999999,3,6230.4,8,0.9199999999999999,77.88
Hennur Road,4 BHK,2502.0,4.0,156.6,4,7194.244604316546,13,0.87,180.0
Hennur Road,3 BHK,1831.0,3.0,96.8,3,6007.646095030038,12,0.88,110.0
Hennur Road,2 BHK,1232.0,2.0,48.720000000000006,2,7061.688311688312,28,0.56,87.0
Hennur Road,2 BHK,1232.0,2.0,49.580000000000005,2,6006.493506493506,24,0.67,74.0
Hennur Road,2 BHK,1232.0,2.0,34.980000000000004,2,5357.142857142857,29,0.53,66.0
Hennur Road,2 BHK,1341.0,2.0,63.650000000000006,2,7084.265473527218,24,0.67,95.0
Hennur Road,3 Bedroom,2700.0,3.0,150.0,3,5555.555555555556,1,1.0,150.0
Hennur Road,2 BHK,1232.0,2.0,88.0,2,7142.857142857143,2,1.0,88.0
Hennur Road,3 BHK,2365.0,4.0,164.5,3,7399.577167019028,6,0.94,175.0
Hennur Road,2 BHK,1310.0,2.0,49.5,2,5038.167938931298,20,0.75,66.0
Hennur Road,3 BHK,1552.0,3.0,60.74999999999999,3,4832.474226804124,17,0.8099999999999999,75.0
Hennur Road,2 BHK,1015.0,2.0,50.0,2,4926.108374384236,2,1.0,50.0
Hennur Road,3 BHK,1186.0,2.0,50.3503,3,4665.2613827993255,9,0.9099999999999999,55.33
Hennur Road,3 BHK,2264.0,3.0,122.64,3,7420.494699646643,21,0.73,168.0
Hennur Road,3 BHK,2002.0,3.0,67.2,3,5994.005994005994,28,0.56,120.0
Hennur Road,2 BHK,1232.0,2.0,65.42399999999999,2,5649.350649350648,6,0.94,69.6
Hennur Road,2 BHK,1195.0,2.0,67.16,2,6108.786610878661,8,0.9199999999999999,73.0
Hennur Road,2 BHK,1020.0,2.0,39.01,2,4607.843137254902,16,0.83,47.0
Hennur Road,5 Bedroom,5100.0,6.0,337.49999999999994,5,7352.941176470588,10,0.8999999999999999,375.0
Hennur Road,2 BHK,1061.0,2.0,51.6248,2,5176.248821866164,6,0.94,54.92
Hennur Road,3 BHK,1585.0,2.0,55.199999999999996,3,5047.318611987382,23,0.69,80.0
Hennur Road,2 BHK,1020.0,2.0,26.550000000000004,2,4411.764705882353,27,0.5900000000000001,45.0
Hennur Road,3 BHK,2041.0,3.0,111.36,3,6271.435570798628,13,0.87,128.0
Hennur Road,2 BHK,1232.0,2.0,68.73,2,7061.688311688312,18,0.79,87.0
Hennur Road,2 BHK,1066.0,2.0,51.34209,2,4899.624765478424,3,0.983,52.23
Hennur Road,2 BHK,973.0,2.0,36.4,2,5755.395683453237,25,0.65,56.0
Hennur Road,2 BHK,1255.0,2.0,79.716,2,6693.227091633466,5,0.949,84.0
Hennur Road,2 BHK,1232.0,2.0,75.52999999999999,2,6737.012987012987,9,0.9099999999999999,83.0
Hennur Road,3 BHK,1832.0,3.0,109.03999999999999,3,6331.8777292576415,6,0.94,116.0
Hennur Road,3 BHK,2050.0,3.0,105.6,3,5853.658536585366,12,0.88,120.0
Hennur Road,3 BHK,1445.0,2.0,75.4203,3,5999.307958477509,13,0.87,86.69
Hennur Road,3 BHK,1445.0,2.0,81.589,3,5743.9446366782,3,0.983,83.0
Hennur Road,3 BHK,1679.0,3.0,88.21979999999999,3,5649.791542584872,7,0.9299999999999999,94.86
Hennur Road,3 BHK,1482.0,2.0,66.5574,3,4649.122807017545,4,0.966,68.9
Hennur Road,3 BHK,1654.0,3.0,97.8,3,5912.938331318017,0,1.0,97.8
Hennur Road,3 BHK,1480.0,3.0,98.3,3,6756.756756756757,3,0.983,100.0
Hennur Road,3 BHK,1450.0,3.0,88.6,3,6110.3448275862065,2,1.0,88.6
Hennur Road,2 BHK,1155.0,2.0,63.6456,2,5989.6103896103905,8,0.9199999999999999,69.18
Hennur Road,2 BHK,1053.0,2.0,49.29,2,5033.2383665717,7,0.9299999999999999,53.0
Hennur Road,2 BHK,1195.0,2.0,59.0,2,4937.238493723849,0,1.0,59.0
Hennur Road,3 BHK,1904.0,3.0,79.98,3,6775.210084033613,26,0.62,129.0
Hennur Road,3 BHK,1981.0,3.0,127.166,3,6764.260474507824,5,0.949,134.0
Hennur Road,2 BHK,1155.0,2.0,63.6456,2,5989.6103896103905,8,0.9199999999999999,69.18
Hennur Road,4 Bedroom,2000.0,4.0,84.6,4,4500.0,6,0.94,90.0
Hennur Road,3 BHK,1590.0,3.0,103.215,3,6603.773584905661,3,0.983,105.0
Hennur Road,3 BHK,2041.0,3.0,121.44,3,6761.391474767271,12,0.88,138.0
Hennur Road,3 BHK,1100.0,2.0,64.74,3,7090.909090909091,16,0.83,78.0
Hennur Road,4 Bedroom,1880.0,4.0,90.86000000000001,4,8191.489361702128,27,0.5900000000000001,154.0
Hennur Road,2 BHK,1232.0,2.0,69.61,2,5650.162337662337,1,1.0,69.61
Hennur Road,3 BHK,1748.0,3.0,60.77000000000001,3,5892.448512585813,27,0.5900000000000001,103.0
Hennur Road,2 BHK,1460.0,2.0,77.5698,2,5500.0,4,0.966,80.3
Hennur Road,3 BHK,1570.0,3.0,67.6311,3,4840.127388535031,11,0.89,75.99
Hennur Road,3 BHK,1933.0,3.0,86.8,3,7242.628039317124,26,0.62,140.0
Hennur Road,2 BHK,1030.0,2.0,34.875,2,4514.563106796117,20,0.75,46.5
Hennur Road,2 BHK,1232.0,2.0,64.73729999999999,2,5650.162337662337,7,0.9299999999999999,69.61
Hennur Road,3 BHK,1450.0,3.0,74.97099999999999,3,5448.275862068966,5,0.949,79.0
Hennur Road,3 BHK,1445.0,2.0,83.29079999999999,3,6197.923875432526,7,0.9299999999999999,89.56
Hennur Road,2 BHK,973.0,2.0,41.099399999999996,2,5214.799588900309,17,0.8099999999999999,50.74
Hennur Road,3 BHK,1482.0,2.0,83.73,3,5649.797570850203,2,1.0,83.73
Hennur Road,3 BHK,1305.0,2.0,56.21,3,5900.383141762452,21,0.73,77.0
Hennur Road,3 BHK,1672.0,3.0,76.54,3,5143.540669856459,11,0.89,86.0
Hennur Road,2 BHK,1165.0,2.0,37.52,2,5751.07296137339,28,0.56,67.0
Hennur Road,2 BHK,980.0,2.0,33.15,2,5204.081632653061,25,0.65,51.0
Hennur Road,2 BHK,1232.0,2.0,80.0,2,6493.506493506494,2,1.0,80.0
Hennur Road,2 BHK,1085.0,2.0,31.682,2,4000.0,21,0.73,43.4
Hennur Road,2 BHK,950.0,2.0,52.195,2,5789.473684210527,5,0.949,55.0
Hennur Road,2 BHK,1140.0,2.0,56.0,2,4912.2807017543855,1,1.0,56.0
Hennur Road,3 BHK,1891.0,3.0,78.1,3,5817.028027498678,22,0.71,110.0
Hennur Road,3 BHK,1735.0,3.0,69.42,3,4495.677233429395,11,0.89,78.0
Hennur Road,3 BHK,1470.0,2.0,75.0,3,5102.040816326531,1,1.0,75.0
Hennur Road,2 BHK,1165.0,2.0,49.348,2,4463.519313304721,5,0.949,52.0
Hennur Road,2 BHK,1450.0,2.0,66.39999999999999,2,5517.241379310345,16,0.83,80.0
Hennur Road,2 BHK,1155.0,2.0,69.18,2,5989.6103896103905,2,1.0,69.18
Hennur Road,3 BHK,1936.0,3.0,131.0,3,6766.528925619835,1,1.0,131.0
Hoodi,2 BHK,985.0,2.0,47.57,2,6802.030456852792,22,0.71,67.0
Hoodi,3 BHK,1715.0,2.0,50.35,3,5539.35860058309,29,0.53,95.0
Hoodi,4 BHK,2118.0,4.0,85.47,4,5240.793201133144,19,0.77,111.0
Hoodi,2 BHK,1425.0,2.0,74.39999999999999,2,5614.035087719299,7,0.9299999999999999,80.0
Hoodi,2 BHK,1420.0,2.0,54.75,2,5281.69014084507,21,0.73,75.0
Hoodi,3 BHK,1639.0,3.0,97.9,3,6711.4093959731545,11,0.89,110.0
Hoodi,3 BHK,1606.0,3.0,58.2075,3,5575.965130759651,25,0.65,89.55
Hoodi,3 BHK,1639.0,3.0,96.64855999999999,3,5998.779743746187,3,0.983,98.32
Hoodi,4 BHK,2090.0,4.0,91.86659999999999,4,4550.239234449761,4,0.966,95.1
Hoodi,4 Bedroom,2863.0,4.0,123.2,4,4889.97555012225,12,0.88,140.0
Hoodi,3 BHK,1512.0,3.0,42.431200000000004,3,5011.243386243386,28,0.56,75.77
Hoodi,2 BHK,1026.0,2.0,30.435,2,5932.748538011696,30,0.5,60.87
Hoodi,2 BHK,1050.0,2.0,43.0,2,4761.9047619047615,14,0.86,50.0
Hoodi,2 BHK,1400.0,2.0,52.260000000000005,2,5571.428571428572,24,0.67,78.0
Hoodi,5 Bedroom,2400.0,5.0,113.6,5,6666.666666666667,22,0.71,160.0
Hoodi,2 BHK,1196.0,2.0,60.97899999999999,2,5998.327759197324,15,0.85,71.74
Hoodi,3 BHK,1553.0,3.0,75.61189999999999,3,5350.289761751449,9,0.9099999999999999,83.09
Hoodi,2 BHK,1500.0,2.0,44.52,2,5600.0,29,0.53,84.0
Hoodi,2 BHK,1055.0,2.0,30.543900000000004,2,5462.559241706161,29,0.53,57.63
Hoodi,3 BHK,1925.0,2.0,76.38000000000001,3,5922.077922077922,24,0.67,114.0
Hoodi,2 BHK,1400.0,2.0,58.22,2,5857.142857142857,22,0.71,82.0
Hoodi,3 BHK,1746.0,3.0,72.2075,3,4865.406643757159,15,0.85,84.95
Hoodi,1 BHK,706.0,1.0,42.933600000000006,1,6832.8611898017,11,0.89,48.24
Hoodi,2 BHK,1257.0,2.0,57.269999999999996,2,5489.260143198091,16,0.83,69.0
Hoodi,2 BHK,1132.0,2.0,57.715,2,5998.233215547704,15,0.85,67.9
Hoodi,3 BHK,1925.0,3.0,97.9,3,5714.285714285715,11,0.89,110.0
Hoodi,3 BHK,1769.0,3.0,90.0891,3,5475.975127190503,7,0.9299999999999999,96.87
Hoodi,2 BHK,1257.0,2.0,54.6931,2,5650.755767700875,19,0.77,71.03
Hoodi,2 BHK,1305.0,2.0,75.0,2,5747.126436781609,2,1.0,75.0
Hoodi,3 BHK,1490.0,3.0,67.14999999999999,3,5302.013422818792,15,0.85,79.0
Hoodi,2 BHK,1240.0,2.0,34.45,2,5241.935483870968,29,0.53,65.0
Hoodi,3 BHK,1370.0,3.0,58.96,3,4890.510948905109,12,0.88,67.0
Hoodi,2 BHK,1108.0,2.0,52.7033,2,6699.458483754513,22,0.71,74.23
Hoodi,2 BHK,1257.0,2.0,40.415000000000006,2,5449.482895783612,27,0.5900000000000001,68.5
Hoodi,2 BHK,1000.0,2.0,37.92,2,4800.0,18,0.79,48.0
Hoodi,2 BHK,1063.0,2.0,56.888099999999994,2,5754.468485418626,7,0.9299999999999999,61.17
Hoodi,2 BHK,1259.0,2.0,50.6985,2,5516.282764098491,21,0.73,69.45
Hoodi,1 BHK,711.0,1.0,41.1999,1,5998.5935302391,4,0.966,42.65
Hoodi,3 BHK,1559.0,3.0,62.7935,3,5230.917254650417,19,0.77,81.55
Hoodi,1 BHK,863.0,1.0,37.711499999999994,1,4698.725376593278,7,0.9299999999999999,40.55
Hoodi,3 BHK,1715.0,2.0,69.0,3,5830.903790087464,23,0.69,100.0
Hoodi,3 BHK,1350.0,3.0,62.300000000000004,3,5185.185185185185,11,0.89,70.0
Hoodi,2 BHK,1447.0,3.0,76.0,2,5252.24602626123,0,1.0,76.0
Hoodi,3 BHK,2144.0,3.0,93.80000000000001,3,6529.850746268657,24,0.67,140.0
Hoodi,2 BHK,1108.0,2.0,35.2238,2,5998.194945848375,29,0.53,66.46
Hoodi,3 BHK,1400.0,3.0,55.5,3,5285.714285714285,20,0.75,74.0
Hoodi,3 BHK,1837.0,3.0,84.7,3,5988.023952095808,19,0.77,110.0
Hoodi,4 Bedroom,3385.0,4.0,208.78,4,6499.261447562777,5,0.949,220.0
Hoodi,3 BHK,1644.0,3.0,58.7723,3,4897.20194647202,21,0.73,80.51
Hoodi,2 BHK,1181.0,2.0,44.55,2,4657.070279424217,17,0.8099999999999999,55.0
Hoodi,3 BHK,1490.0,3.0,79.05,3,5704.697986577181,7,0.9299999999999999,85.0
Hoodi,2 BHK,1258.5,2.0,55.58689999999999,2,4698.847834723878,6,0.94,59.135
Horamavu Agara,2 BHK,1200.0,2.0,45.0,2,3750.0,0,1.0,45.0
Horamavu Agara,3 BHK,1560.0,3.0,56.25,3,4807.692307692308,20,0.75,75.0
Horamavu Agara,2 BHK,755.0,2.0,31.866500000000002,2,4965.562913907284,15,0.85,37.49
Horamavu Agara,2 BHK,982.0,2.0,42.4085,2,4852.34215885947,11,0.89,47.65
Horamavu Agara,3 BHK,1650.0,2.0,71.175,3,4545.454545454545,5,0.949,75.0
Horamavu Agara,2 BHK,950.0,2.0,30.03,2,4105.263157894737,19,0.77,39.0
Horamavu Agara,3 BHK,1756.0,3.0,92.0,3,5239.179954441914,1,1.0,92.0
Horamavu Agara,2 BHK,1106.0,2.0,24.130400000000005,2,3896.021699819168,28,0.56,43.09
Horamavu Agara,2 BHK,1079.0,2.0,35.67,2,3799.8146431881373,13,0.87,41.0
Horamavu Agara,3 BHK,1265.0,2.0,63.894999999999996,3,5138.339920948617,3,0.983,65.0
Horamavu Agara,2 BHK,1060.0,2.0,37.0,2,3490.566037735849,0,1.0,37.0
Horamavu Agara,2 BHK,1107.83,2.0,29.472099999999998,2,3746.964787016059,22,0.71,41.51
Horamavu Agara,2 BHK,980.0,2.0,30.933899999999994,2,3896.938775510204,17,0.8099999999999999,38.19
Horamavu Agara,3 BHK,1250.0,3.0,57.2,3,5200.0,12,0.88,65.0
Horamavu Agara,2 BHK,1145.0,2.0,41.21,2,3599.126637554585,1,1.0,41.21
Horamavu Agara,5 Bedroom,2400.0,3.0,73.6,5,3333.3333333333335,8,0.9199999999999999,80.0
Horamavu Agara,2 BHK,1000.0,2.0,34.5,2,4600.0,20,0.75,46.0
Horamavu Agara,2 BHK,760.0,2.0,37.49,2,4932.894736842105,1,1.0,37.49
Horamavu Agara,2 BHK,1150.0,2.0,26.04,2,3652.1739130434785,26,0.62,42.0
Horamavu Agara,3 BHK,1364.0,2.0,33.5,3,3665.689149560117,24,0.67,50.0
Horamavu Agara,2 BHK,750.0,2.0,34.4908,2,4998.666666666667,8,0.9199999999999999,37.49
Horamavu Agara,1 BHK,625.0,1.0,27.0,1,4320.0,0,1.0,27.0
Horamavu Agara,2 BHK,1080.0,2.0,34.199999999999996,2,3518.5185185185187,10,0.8999999999999999,38.0
Horamavu Agara,2 BHK,994.0,2.0,42.28,2,4253.521126760564,2,1.0,42.28
Horamavu Agara,2 BHK,1107.83,2.0,31.962699999999998,2,3746.964787016059,19,0.77,41.51
Horamavu Agara,3 BHK,1300.0,2.0,27.560000000000002,3,4000.0,29,0.53,52.0
Horamavu Agara,2 BHK,1090.0,2.0,32.66,2,4220.183486238532,22,0.71,46.0
Horamavu Agara,3 Bedroom,1400.0,3.0,40.95,3,4500.0,25,0.65,63.0
Horamavu Agara,3 BHK,1557.0,3.0,68.81,3,4495.82530507386,3,0.983,70.0
Horamavu Agara,2 BHK,1058.0,2.0,38.07,2,4442.34404536862,17,0.8099999999999999,47.0
Horamavu Banaswadi,3 BHK,1554.0,3.0,39.05,3,3539.253539253539,22,0.71,55.0
Horamavu Banaswadi,3 BHK,1611.0,3.0,62.634,3,4096.83426443203,5,0.949,66.0
Horamavu Banaswadi,2 BHK,1460.0,2.0,80.5,2,5513.698630136986,2,1.0,80.5
Horamavu Banaswadi,2 BHK,1156.0,2.0,33.58,2,3979.2387543252594,21,0.73,46.0
Horamavu Banaswadi,2 BHK,1180.0,2.0,52.199999999999996,2,4915.254237288135,10,0.8999999999999999,58.0
Horamavu Banaswadi,2 BHK,1307.0,2.0,44.376,2,3947.972456006121,14,0.86,51.6
Horamavu Banaswadi,2 BHK,1357.0,2.0,39.42,2,3979.3662490788506,21,0.73,54.0
Horamavu Banaswadi,2 BHK,925.0,2.0,22.42,2,4108.108108108108,27,0.5900000000000001,38.0
Horamavu Banaswadi,2 BHK,1272.0,2.0,46.367999999999995,2,3773.5849056603774,4,0.966,48.0
Horamavu Banaswadi,2 BHK,1225.0,2.0,38.115,2,4040.816326530612,19,0.77,49.5
Horamavu Banaswadi,2 BHK,1272.0,2.0,46.864999999999995,2,4048.7421383647797,9,0.9099999999999999,51.5
Horamavu Banaswadi,2 BHK,1272.0,2.0,45.835,2,4048.7421383647797,11,0.89,51.5
Horamavu Banaswadi,2 BHK,1156.0,2.0,40.333999999999996,2,4057.093425605536,14,0.86,46.9
Horamavu Banaswadi,2 BHK,1200.0,2.0,37.35,2,3750.0,16,0.83,45.0
Horamavu Banaswadi,2 BHK,1254.0,2.0,42.769999999999996,2,3748.006379585327,9,0.9099999999999999,47.0
Horamavu Banaswadi,3 BHK,1610.0,3.0,64.532,3,4223.60248447205,5,0.949,68.0
Horamavu Banaswadi,2 BHK,1210.0,2.0,40.5,2,4132.231404958678,17,0.8099999999999999,50.0
Horamavu Banaswadi,2 BHK,1357.0,2.0,47.52,2,3979.3662490788506,12,0.88,54.0
Horamavu Banaswadi,2 BHK,1272.0,2.0,50.0,2,3930.817610062893,2,1.0,50.0
Horamavu Banaswadi,2 BHK,1200.0,2.0,23.85,2,3750.0,29,0.53,45.0
Horamavu Banaswadi,2 BHK,1025.0,2.0,31.049999999999997,2,4390.243902439024,23,0.69,45.0
Horamavu Banaswadi,2 BHK,1081.0,2.0,47.31999999999999,2,4810.360777058279,9,0.9099999999999999,52.0
Horamavu Banaswadi,2 BHK,1000.0,2.0,26.5,2,5000.0,29,0.53,50.0
Hormavu,2 BHK,1500.0,2.0,67.86,2,5200.0,13,0.87,78.0
Hormavu,2 BHK,1150.0,2.0,52.195,2,4782.608695652174,5,0.949,55.0
Hormavu,3 BHK,2100.0,3.0,73.0,3,3476.190476190476,2,1.0,73.0
Hormavu,2 BHK,1180.0,2.0,42.5,2,4237.28813559322,15,0.85,50.0
Hormavu,2 Bedroom,1200.0,2.0,62.98,2,5583.333333333333,6,0.94,67.0
Hormavu,2 Bedroom,1200.0,3.0,53.9,2,5833.333333333333,19,0.77,70.0
Hormavu,2 BHK,1175.0,2.0,45.24,2,4425.531914893617,13,0.87,52.0
Hormavu,1 BHK,1351.0,2.0,48.76,1,3923.019985196151,8,0.9199999999999999,53.0
Hormavu,2 BHK,1141.0,2.0,38.184,2,3891.3234005258546,14,0.86,44.4
Hormavu,2 BHK,1130.0,2.0,31.724999999999998,2,3743.362831858407,20,0.75,42.3
Hormavu,3 BHK,1500.0,3.0,70.0,3,4666.666666666667,2,1.0,70.0
Hormavu,3 BHK,1725.0,3.0,85.0,3,4927.536231884058,1,1.0,85.0
Hormavu,2 BHK,1153.0,2.0,40.3,2,5637.467476149176,26,0.62,65.0
Hormavu,2 BHK,1150.0,2.0,53.11,2,4618.260869565217,1,1.0,53.11
Hormavu,2 BHK,1123.0,2.0,56.0,2,4986.642920747997,2,1.0,56.0
